2025-06-04 23:29:24.034539 | 192.168.1.142 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.082085 | 192.168.1.113 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.133905 | 192.168.1.45 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.180159 | 192.168.1.234 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.218732 | 192.168.1.45 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.261152 | 192.168.1.162 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.300796 | 192.168.1.189 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.348332 | 192.168.1.228 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.384823 | 192.168.1.106 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.421484 | 192.168.1.122 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.460420 | 192.168.1.36 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.509900 | 192.168.1.87 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.545100 | 192.168.1.122 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.584634 | 192.168.1.10 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.621082 | 192.168.1.204 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.658881 | 192.168.1.137 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.696200 | 192.168.1.145 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.736690 | 192.168.1.50 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.780003 | 192.168.1.31 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.828379 | 192.168.1.6 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.864857 | 192.168.1.247 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.906456 | 192.168.1.241 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.939946 | 192.168.1.235 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:24.983934 | 192.168.1.33 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.024638 | 192.168.1.184 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.073258 | 192.168.1.78 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.109632 | 192.168.1.229 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.144174 | 192.168.1.69 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.184219 | 192.168.1.17 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.215727 | 192.168.1.241 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.254584 | 192.168.1.78 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.288940 | 192.168.1.243 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.326770 | 192.168.1.79 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.360604 | 192.168.1.16 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.401531 | 192.168.1.78 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.444649 | 192.168.1.100 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.497229 | 192.168.1.201 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.545756 | 192.168.1.70 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.593567 | 192.168.1.174 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.634963 | 192.168.1.171 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.678982 | 192.168.1.250 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.718827 | 192.168.1.215 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.760897 | 192.168.1.154 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.806177 | 192.168.1.5 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.852743 | 192.168.1.61 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.902336 | 192.168.1.32 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.947334 | 192.168.1.253 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:25.985427 | 192.168.1.54 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.023644 | 192.168.1.237 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.055907 | 192.168.1.43 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.092828 | 192.168.1.100 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:26.134847 | 192.168.1.180 → 192.168.0.105 | Suspicious SYN packet
